Cannabinoid,1,2,3,5,8
8-THC,5.095,3.355,1.3475000000000001,0.0,0.0
9-THC,7.6499999999999995,7.0249999999999995,4.67,0.6575,1.69
THCA,7.8025,4.385,1.11,0.0,0.0
THCP,,,,,
THCV,,,,,
THC-11-OH,,,,,
THC-acid,20.825,28.5525,20.7325,5.18,0.0
THC-acid-glu,,,,,
THC-glu,,,,,
CBC,,,,,
CBCA,,,,,
CBD,9.2675,11.55,7.96,1.8399999999999999,3.145
CBDA,10.5575,6.295,1.6675,0.0,0.4125
CBDV,,,,,
CBDVA,,,,,
CBD-7-acid,,,,,
CBG,,,,,
CBGA,,,,,
CBL,,,,,
CBLA,,,,,
CBN,,,,,
