Cannabinoid,1,2,3,5,8
8-THC,0.4595015415280635,1.4613378573530946,0.9913406326787982,0.0,0.0
9-THC,1.0172102372010745,2.601033448458516,1.8808464406573264,0.3915434203252559,0.5687266478722445
THCA,1.1783913823513816,0.7942764002537152,0.37916575091464505,0.0,0.0
THCP,0.0,0.0,0.0,0.0,0.0
THCV,0.0,0.0,0.0,0.0,0.0
THC-11-OH,0.0,0.0,0.0,0.0,0.0
THC-acid,7.198118388393826,5.19029763918538,4.814227828357662,5.18,0.0
THC-acid-glu,0.0,0.0,0.0,0.0,0.0
THC-glu,0.0,0.0,0.0,0.0,0.0
CBC,0.0,0.0,0.0,0.0,0.0
CBCA,0.0,0.0,0.0,0.0,0.0
CBD,1.8564229717389298,4.699702118219834,3.458930470535654,0.6611984069349633,1.0971288286553529
CBDA,2.6352968681598914,1.073254396683284,1.0546830092496986,0.0,0.4125
CBDV,0.0,0.0,0.0,0.0,0.0
CBDVA,0.0,0.0,0.0,0.0,0.0
CBD-7-acid,0.0,0.0,0.0,0.0,0.0
CBG,0.0,0.0,0.0,0.0,0.0
CBGA,0.0,0.0,0.0,0.0,0.0
CBL,0.0,0.0,0.0,0.0,0.0
CBLA,0.0,0.0,0.0,0.0,0.0
CBN,0.0,0.0,0.0,0.0,0.0
