Cannabinoid,1,2,3,5,8
8-THC,0.0,0.0,0.0,0.0,0.0
9-THC,0.7883249647194994,1.0108165016460702,0.0,0.4075,0.0
THCA,12.815714637376514,5.421819151969812,2.6670348704132083,2.5424147806104864,0.3441293361513953
THCP,0.0,0.0,0.0,0.0,0.0
THCV,0.0,0.0,0.0,0.0,0.0
THC-11-OH,0.0,0.0,0.0,0.0,0.0
THC-acid,0.0,0.0,0.0,0.0,0.0
THC-acid-glu,0.48500000000000004,0.0,2.1063574403853367,0.645,2.275
THC-glu,2.6938371022267353,1.4795185027568936,0.6785815475435997,0.8575,0.0
CBC,0.0,0.0,0.0,0.0,0.0
CBCA,0.0,0.0,0.0,0.0,0.0
CBD,6.221384324783887,4.272183282585147,0.7166632751857737,1.6241221988097652,0.37
CBDA,24739.28338681902,1970.9706817242784,465.6315452224537,1086.8388603575663,7.169387903905513
CBDV,0.0,0.0,0.0,0.0,0.0
CBDVA,1.304124866209776,1.06877168593983,0.0,0.6175,0.0
CBD-7-acid,31.613414478667124,57.458944237748284,16.36939115137355,60.68235621867364,8.388335527186944
CBG,0.0,0.0,0.0,0.0,0.0
CBGA,0.0,0.0,0.0,0.0,0.0
CBL,0.0,0.0,0.0,0.0,0.0
CBLA,7.51182345816691,2.3425,0.7567639438204404,0.325,0.0
CBN,0.0,0.0,0.0,0.0,0.0
