Cannabinoid,1,2,3,5,8
8-THC,0.0,0.0,0.0,0.0,0.0
9-THC,0.0,0.0,0.0,0.0,0.0
THCA,0.0,0.0,0.0,0.0,0.0
THCP,0.0,0.0,0.0,0.0,0.0
THCV,0.0,0.0,0.0,0.0,0.0
THC-11-OH,0.0,0.0,0.0,0.0,0.0
THC-acid,0.16137430609197567,1.4480583264035554,0.5330318158109013,1.3173236757405777,0.5347799391650114
THC-acid-glu,0.0,0.0,0.0,0.0,0.0
THC-glu,0.0,0.0,0.0,0.0,0.0
CBC,0.0,0.0,0.0,0.0,0.0
CBCA,0.0,0.0,0.0,0.0,0.0
CBD,0.5090923295434729,0.3661369279381691,0.8806437039650787,0.0,1.75
CBDA,6.356957310695109,2.3063264440808604,2.173236353920116,0.0,0.345
CBDV,0.0,0.0,0.0,0.0,0.0
CBDVA,0.0,0.0,0.0,0.0,0.0
CBD-7-acid,1.2318448224783292,7.4178444757669775,3.81774666306361,3.84894872010527,1.3580439364517385
CBG,0.0,0.0,0.0,0.0,0.0
CBGA,0.0,0.0,0.0,0.0,0.0
CBL,0.0,0.0,0.0,0.0,0.0
CBLA,0.0,0.0,0.0,0.0,0.0
CBN,0.0,0.0,0.0,0.0,0.0
